Country;Variable;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Madagascar, Rep. of;Financial Development Index;0.08;0.07;0.07;0.06;0.07;0.08;0.08;0.08;0.06;0.05;0.05;0.05;0.06;0.05;0.07;0.09;0.11;0.1;0.09;0.09;0.09;0.09;0.08;0.09;0.1;0.11;0.11;0.1;0.09;0.08;0.08;0.08;0.08;0.08;0.1;0.09;0.1;0.1;0.1;0.1;0.1
Madagascar, Rep. of;Financial Institutions Access Index;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.04
Madagascar, Rep. of;Financial Institutions Depth Index;0.07;0.06;0.06;0.06;0.06;0.07;0.07;0.07;0.06;0.05;0.06;0.07;0.06;0.06;0.06;0.05;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.06;0.06;0.05;0.05;0.05;0.06
Madagascar, Rep. of;Financial Institutions Efficiency Index;0.39;0.37;0.34;0.33;0.37;0.39;0.39;0.4;0.28;0.27;0.22;0.23;0.27;0.22;0.42;0.55;0.72;0.64;0.6;0.55;0.59;0.54;0.49;0.56;0.65;0.69;0.7;0.63;0.56;0.5;0.46;0.48;0.47;0.49;0.57;0.56;0.56;0.58;0.59;0.6;0.58
Madagascar, Rep. of;Financial Institutions Index;0.14;0.13;0.12;0.12;0.13;0.14;0.14;0.14;0.1;0.1;0.09;0.1;0.1;0.09;0.14;0.17;0.21;0.19;0.18;0.16;0.18;0.16;0.15;0.17;0.19;0.2;0.21;0.19;0.17;0.16;0.15;0.16;0.15;0.16;0.18;0.18;0.18;0.19;0.19;0.19;0.19
Madagascar, Rep. of;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Madagascar, Rep. of;Financial Markets Depth Index;0.03;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.02;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Madagascar, Rep. of;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Madagascar, Rep. of;Financial Markets Index;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0;0;0;0;0;0;0;0;0
Malawi;Financial Development Index;0.1;0.1;0.1;0.1;0.07;0.04;0.04;0.03;0.03;0.03;0.04;0.04;0.05;0.06;0.09;0.08;0.08;0.07;0.08;0.07;0.08;0.07;0.07;0.07;0.06;0.06;0.08;0.08;0.07;0.08;0.08;0.08;0.09;0.09;0.08;0.09;0.08;0.08;0.08;0.08;0.1
Malawi;Financial Institutions Access Index;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.03;0.04;0.05;0.03;0.06;0.06;0.06;0.06;0.06;0.05;0.05;0.05;0.05
Malawi;Financial Institutions Depth Index;0.1;0.09;0.1;0.1;0.07;0.06;0.06;0.04;0.04;0.05;0.05;0.06;0.07;0.06;0.09;0.08;0.05;0.05;0.06;0.06;0.06;0.06;0.05;0.06;0.06;0.05;0.06;0.06;0.08;0.09;0.09;0.09;0.1;0.11;0.12;0.12;0.11;0.11;0.12;0.13;0.13
Malawi;Financial Institutions Efficiency Index;0.58;0.55;0.56;0.57;0.36;0.22;0.21;0.14;0.14;0.15;0.17;0.17;0.24;0.35;0.51;0.48;0.48;0.44;0.5;0.46;0.46;0.38;0.39;0.39;0.33;0.31;0.48;0.45;0.36;0.38;0.36;0.37;0.44;0.38;0.35;0.37;0.34;0.31;0.32;0.32;0.42
Malawi;Financial Institutions Index;0.2;0.19;0.19;0.2;0.13;0.09;0.08;0.06;0.06;0.06;0.07;0.07;0.1;0.13;0.18;0.16;0.15;0.14;0.16;0.15;0.15;0.13;0.13;0.13;0.12;0.11;0.15;0.16;0.14;0.15;0.15;0.15;0.18;0.17;0.16;0.18;0.16;0.15;0.15;0.16;0.19
Malawi;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malawi;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malawi;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malawi;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;Financial Development Index;0.3;0.31;0.27;0.3;0.3;0.32;0.31;0.3;0.3;0.37;0.38;0.4;0.44;0.4;0.39;0.51;0.46;0.55;0.52;0.55;0.59;0.54;0.53;0.57;0.6;0.57;0.61;0.66;0.59;0.62;0.64;0.66;0.66;0.67;0.67;0.66;0.65;0.67;0.66;0.65;0.73
Malaysia;Financial Institutions Access Index;0.15;0.16;0.15;0.14;0.18;0.17;0.16;0.13;0.15;0.19;0.19;0.25;0.28;0.24;0.22;0.28;0.29;0.33;0.31;0.29;0.28;0.3;0.3;0.32;0.31;0.28;0.27;0.3;0.32;0.33;0.35;0.38;0.38;0.38;0.37;0.36;0.34;0.34;0.34;0.36;0.35
Malaysia;Financial Institutions Depth Index;0.28;0.32;0.35;0.4;0.42;0.5;0.57;0.51;0.5;0.55;0.4;0.42;0.54;0.53;0.56;0.62;0.66;0.67;0.67;0.66;0.63;0.69;0.67;0.69;0.68;0.67;0.68;0.7;0.62;0.75;0.76;0.75;0.78;0.81;0.8;0.8;0.79;0.79;0.77;0.79;0.83
Malaysia;Financial Institutions Efficiency Index;0.74;0.75;0.72;0.64;0.73;0.65;0.55;0.4;0.5;0.63;0.76;0.88;0.88;0.79;0.71;0.73;0.73;0.68;0.66;0.69;0.7;0.67;0.71;0.72;0.74;0.71;0.71;0.72;0.7;0.72;0.73;0.74;0.75;0.75;0.76;0.75;0.74;0.74;0.74;0.73;0.71
Malaysia;Financial Institutions Index;0.38;0.4;0.4;0.4;0.45;0.45;0.46;0.38;0.4;0.48;0.45;0.51;0.58;0.54;0.52;0.58;0.6;0.61;0.59;0.59;0.57;0.6;0.6;0.62;0.62;0.59;0.6;0.61;0.59;0.66;0.67;0.68;0.7;0.71;0.7;0.7;0.68;0.68;0.67;0.69;0.69
Malaysia;Financial Markets Access Index;0.14;0.13;0.12;0.13;0.12;0.15;0.14;0.14;0.15;0.15;0.17;0.16;0.18;0.18;0.16;0.18;0.17;0.21;0.21;0.25;0.36;0.45;0.36;0.33;0.48;0.56;0.61;0.59;0.48;0.5;0.53;0.56;0.59;0.59;0.57;0.56;0.58;0.57;0.55;0.54;0.48
Malaysia;Financial Markets Depth Index;0.23;0.21;0.15;0.24;0.18;0.25;0.18;0.23;0.23;0.35;0.4;0.38;0.42;0.42;0.44;0.67;0.54;0.62;0.69;0.76;0.77;0.64;0.65;0.72;0.74;0.69;0.76;0.83;0.66;0.77;0.81;0.81;0.8;0.82;0.83;0.81;0.8;0.86;0.83;0.8;0.95
Malaysia;Financial Markets Efficiency Index;0.28;0.25;0.11;0.16;0.14;0.12;0.1;0.26;0.13;0.21;0.28;0.23;0.26;0.08;0.08;0.35;0.1;0.56;0.34;0.37;0.57;0.22;0.25;0.35;0.37;0.31;0.36;0.59;0.54;0.35;0.35;0.41;0.33;0.35;0.38;0.36;0.33;0.37;0.42;0.33;0.7
Malaysia;Financial Markets Index;0.22;0.2;0.13;0.18;0.15;0.18;0.14;0.21;0.18;0.25;0.29;0.27;0.3;0.24;0.24;0.42;0.29;0.48;0.43;0.49;0.59;0.46;0.44;0.49;0.55;0.53;0.6;0.69;0.58;0.56;0.59;0.62;0.6;0.61;0.62;0.6;0.6;0.63;0.62;0.58;0.74
Maldives;Financial Development Index;0.13;0.13;0.17;0.19;0.2;0.19;0.17;0.15;0.13;0.13;0.14;0.12;0.1;0.12;0.13;0.13;0.13;0.13;0.13;0.13;0.13;0.14;0.13;0.13;0.14;0.14;0.16;0.18;0.17;0.15;0.15;0.17;0.15;0.16;0.16;0.16;0.17;0.18;0.18;0.18;0.19
Maldives;Financial Institutions Access Index;0.1;0.1;0.17;0.21;0.26;0.21;0.18;0.14;0.11;0.12;0.13;0.1;0.09;0.11;0.12;0.12;0.12;0.11;0.12;0.13;0.12;0.14;0.16;0.14;0.15;0.15;0.16;0.21;0.21;0.21;0.21;0.2;0.21;0.21;0.22;0.22;0.25;0.28;0.29;0.31;0.32
Maldives;Financial Institutions Depth Index;0.02;0.03;0.04;0.05;0.07;0.05;0.05;0.04;0.03;0.03;0.03;0.03;0.02;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.05;0.06;0.05;0.06;0.11;0.12;0.15;0.16;0.15;0.13;0.11;0.1;0.1;0.1;0.11;0.11;0.12;0.12;0.12;0.19
Maldives;Financial Institutions Efficiency Index;0.79;0.79;0.92;0.98;1;0.97;0.91;0.83;0.72;0.74;0.77;0.66;0.59;0.69;0.71;0.72;0.72;0.69;0.7;0.73;0.74;0.7;0.63;0.62;0.68;0.67;0.75;0.74;0.7;0.56;0.56;0.76;0.64;0.66;0.65;0.66;0.69;0.69;0.69;0.67;0.58
Maldives;Financial Institutions Index;0.25;0.26;0.33;0.36;0.4;0.36;0.33;0.29;0.25;0.25;0.27;0.23;0.2;0.24;0.25;0.25;0.25;0.24;0.25;0.26;0.26;0.26;0.25;0.24;0.26;0.28;0.31;0.35;0.34;0.3;0.29;0.33;0.3;0.3;0.3;0.31;0.33;0.35;0.35;0.36;0.37
Maldives;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maldives;Financial Markets Depth Index;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Maldives;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maldives;Financial Markets Index;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mali;Financial Development Index;0.1;0.1;0.1;0.1;0.1;0.1;0.11;0.11;0.09;0.09;0.09;0.08;0.09;0.09;0.07;0.08;0.09;0.09;0.1;0.1;0.08;0.1;0.1;0.1;0.1;0.08;0.09;0.09;0.09;0.09;0.1;0.1;0.1;0.1;0.11;0.11;0.11;0.11;0.11;0.11;0.12
Mali;Financial Institutions Access Index;0.04;0.04;0.04;0.03;0.03;0.04;0.04;0.04;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.03;0.03;0.03;0.04;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.06;0.07;0.07;0.08;0.09;0.09;0.08;0.08;0.08;0.07
Mali;Financial Institutions Depth Index;0.05;0.05;0.05;0.04;0.03;0.04;0.04;0.04;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.04;0.05;0.05;0.04;0.05;0.05;0.05;0.05;0.05;0.06;0.06;0.07;0.07;0.07;0.06;0.07
Mali;Financial Institutions Efficiency Index;0.59;0.59;0.59;0.58;0.58;0.6;0.62;0.61;0.53;0.54;0.51;0.5;0.52;0.51;0.45;0.51;0.54;0.56;0.53;0.55;0.46;0.62;0.56;0.53;0.51;0.48;0.55;0.55;0.55;0.5;0.56;0.6;0.53;0.55;0.59;0.59;0.6;0.6;0.64;0.57;0.69
Mali;Financial Institutions Index;0.19;0.19;0.19;0.18;0.18;0.19;0.2;0.19;0.16;0.17;0.15;0.15;0.16;0.16;0.14;0.15;0.16;0.17;0.17;0.18;0.15;0.19;0.18;0.17;0.17;0.16;0.18;0.18;0.18;0.17;0.19;0.2;0.19;0.2;0.21;0.22;0.22;0.22;0.23;0.21;0.24
Mali;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mali;Financial Markets Depth Index;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.04;0.04;0.03;0.03;0.04;0.03;0.03;0.03;0.03;0.03;0.05;0.05;0.03;0.03;0.05;0.05;0.07;0.01;0;0.01;0.01;0;0;0;0;0;0;0;0;0;0;0.01;0.01
Mali;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mali;Financial Markets Index;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.02;0.02;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;Financial Development Index;0.12;0.13;0.16;0.2;0.22;0.24;0.26;0.27;0.28;0.3;0.34;0.36;0.38;0.4;0.4;0.41;0.45;0.47;0.49;0.5;0.5;0.48;0.48;0.47;0.49;0.52;0.52;0.52;0.49;0.51;0.51;0.51;0.53;0.54;0.53;0.54;0.51;0.56;0.53;0.53;0.53
Malta;Financial Institutions Access Index;0.14;0.15;0.18;0.22;0.24;0.27;0.28;0.3;0.31;0.33;0.38;0.4;0.42;0.44;0.51;0.5;0.54;0.56;0.56;0.58;0.61;0.62;0.62;0.61;0.64;0.64;0.6;0.64;0.66;0.67;0.68;0.71;0.69;0.69;0.66;0.66;0.63;0.61;0.57;0.53;0.46
Malta;Financial Institutions Depth Index;0.09;0.1;0.11;0.13;0.15;0.17;0.17;0.19;0.19;0.21;0.23;0.25;0.26;0.27;0.28;0.27;0.29;0.31;0.3;0.33;0.36;0.37;0.37;0.38;0.42;0.48;0.53;0.56;0.52;0.55;0.55;0.53;0.65;0.67;0.68;0.68;0.64;0.66;0.62;0.67;0.7
Malta;Financial Institutions Efficiency Index;0.18;0.21;0.26;0.35;0.41;0.45;0.48;0.5;0.52;0.55;0.6;0.63;0.65;0.68;0.61;0.62;0.62;0.64;0.62;0.62;0.62;0.6;0.56;0.59;0.61;0.63;0.63;0.63;0.58;0.64;0.63;0.61;0.61;0.59;0.58;0.57;0.58;0.59;0.55;0.48;0.54
Malta;Financial Institutions Index;0.15;0.16;0.19;0.24;0.27;0.3;0.32;0.34;0.35;0.38;0.42;0.44;0.46;0.48;0.5;0.49;0.52;0.54;0.53;0.55;0.58;0.58;0.57;0.58;0.61;0.65;0.65;0.68;0.66;0.69;0.69;0.7;0.74;0.74;0.73;0.73;0.7;0.7;0.66;0.64;0.64
Malta;Financial Markets Access Index;0.24;0.25;0.29;0.35;0.4;0.44;0.46;0.49;0.51;0.55;0.62;0.66;0.69;0.73;0.69;0.75;0.78;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.77;0.73;1;1;1;1
Malta;Financial Markets Depth Index;0.03;0.04;0.04;0.05;0.05;0.06;0.06;0.07;0.07;0.08;0.09;0.09;0.1;0.1;0.15;0.16;0.22;0.26;0.37;0.38;0.33;0.28;0.26;0.24;0.25;0.28;0.27;0.24;0.14;0.13;0.15;0.12;0.14;0.18;0.15;0.21;0.18;0.19;0.17;0.2;0.22
Malta;Financial Markets Efficiency Index;0.02;0.02;0.03;0.03;0.04;0.04;0.04;0.05;0.05;0.05;0.06;0.06;0.07;0.07;0.07;0.07;0.11;0.13;0.13;0.13;0.11;0.04;0.05;0.03;0.04;0.04;0.07;0.02;0.02;0.01;0.01;0.02;0.01;0.02;0.02;0.02;0.02;0.03;0.02;0.02;0.02
Malta;Financial Markets Index;0.1;0.1;0.12;0.14;0.16;0.18;0.19;0.2;0.2;0.22;0.25;0.26;0.28;0.29;0.3;0.32;0.37;0.38;0.43;0.43;0.41;0.37;0.36;0.35;0.36;0.37;0.37;0.34;0.31;0.3;0.31;0.3;0.3;0.32;0.31;0.33;0.31;0.4;0.39;0.4;0.41
Marshall Islands, Rep. of the;Financial Development Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.11;0.11;0.11;0.12;0.11;0.11;0.12;0.12;0.12;0.1;0.1;0.1;0.1
Marshall Islands, Rep. of the;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.16;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.14;0.18;0.21;0.21;0.21;0.26;0.26;0.26;0.25;0.25;0.25;0.19;0.19;0.18;0.18
Marshall Islands, Rep. of the;Financial Institutions Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marshall Islands, Rep. of the;Financial Institutions Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.49;0.38;0.43;0.47;0.48;0.47;0.46;0.45;0.44;0.44
Marshall Islands, Rep. of the;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.19;0.2;0.22;0.22;0.22;0.24;0.21;0.22;0.23;0.23;0.23;0.2;0.2;0.19;0.19
Marshall Islands, Rep. of the;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marshall Islands, Rep. of the;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marshall Islands, Rep. of the;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marshall Islands, Rep. of the;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mauritania, Islamic Rep. of;Financial Development Index;0.09;0.09;0.09;0.1;0.1;0.11;0.11;0.1;0.1;0.11;0.12;0.11;0.09;0.08;0.09;0.09;0.07;0.09;0.09;0.08;0.07;0.08;0.09;0.09;0.09;0.1;0.1;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.11;0.1;0.11;0.11;0.11;0.12;0.13
Mauritania, Islamic Rep. of;Financial Institutions Access Index;0.06;0.06;0.06;0.06;0.06;0.08;0.08;0.07;0.07;0.08;0.09;0.09;0.07;0.07;0.07;0.07;0.06;0.07;0.07;0.07;0.06;0.07;0.08;0.08;0.08;0.07;0.07;0.06;0.07;0.07;0.07;0.07;0.07;0.11;0.11;0.13;0.14;0.14;0.17;0.17;0.18
Mauritania, Islamic Rep. of;Financial Institutions Depth Index;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.03;0.03;0.03;0.03;0.04;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.05;0.05;0.05
Mauritania, Islamic Rep. of;Financial Institutions Efficiency Index;0.53;0.53;0.53;0.53;0.53;0.63;0.6;0.56;0.56;0.62;0.62;0.62;0.44;0.41;0.44;0.45;0.33;0.46;0.5;0.39;0.32;0.41;0.43;0.44;0.44;0.54;0.54;0.49;0.51;0.43;0.48;0.5;0.5;0.4;0.54;0.47;0.49;0.5;0.43;0.5;0.57
Mauritania, Islamic Rep. of;Financial Institutions Index;0.18;0.18;0.18;0.18;0.18;0.21;0.2;0.19;0.19;0.21;0.22;0.21;0.16;0.15;0.16;0.16;0.13;0.17;0.17;0.15;0.12;0.15;0.16;0.16;0.16;0.19;0.18;0.17;0.17;0.16;0.17;0.17;0.17;0.16;0.2;0.19;0.2;0.21;0.21;0.23;0.25
Mauritania, Islamic Rep. of;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mauritania, Islamic Rep. of;Financial Markets Depth Index;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.03;0.02;0.02;0.03;0.03;0.02;0.02;0.03;0.03;0.02;0.04;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
Mauritania, Islamic Rep. of;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mauritania, Islamic Rep. of;Financial Markets Index;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Mauritius;Financial Development Index;0.31;0.3;0.32;0.31;0.31;0.3;0.29;0.3;0.3;0.31;0.3;0.31;0.29;0.29;0.31;0.32;0.32;0.34;0.34;0.34;0.33;0.34;0.29;0.33;0.34;0.36;0.35;0.38;0.36;0.38;0.38;0.39;0.39;0.4;0.42;0.42;0.41;0.49;0.43;0.5;0.47
Mauritius;Financial Institutions Access Index;0.3;0.28;0.32;0.29;0.3;0.28;0.27;0.28;0.28;0.28;0.27;0.28;0.26;0.25;0.26;0.27;0.25;0.27;0.29;0.29;0.3;0.29;0.3;0.32;0.34;0.36;0.37;0.39;0.39;0.41;0.42;0.44;0.44;0.45;0.45;0.45;0.43;0.4;0.38;0.38;0.36
Mauritius;Financial Institutions Depth Index;0.13;0.14;0.13;0.14;0.14;0.17;0.17;0.18;0.19;0.2;0.2;0.21;0.22;0.23;0.25;0.26;0.26;0.27;0.28;0.27;0.27;0.28;0.29;0.32;0.32;0.34;0.33;0.32;0.36;0.36;0.39;0.41;0.43;0.45;0.44;0.38;0.37;0.38;0.34;0.36;0.39
Mauritius;Financial Institutions Efficiency Index;0.72;0.71;0.73;0.71;0.71;0.66;0.64;0.64;0.64;0.63;0.62;0.62;0.56;0.63;0.57;0.63;0.59;0.64;0.66;0.68;0.67;0.65;0.32;0.46;0.52;0.59;0.59;0.47;0.59;0.64;0.63;0.61;0.62;0.63;0.63;0.67;0.67;0.67;0.68;0.67;0.64
Mauritius;Financial Institutions Index;0.37;0.36;0.38;0.37;0.38;0.36;0.35;0.36;0.37;0.37;0.36;0.37;0.35;0.37;0.36;0.39;0.37;0.4;0.41;0.42;0.42;0.41;0.34;0.39;0.42;0.45;0.45;0.42;0.48;0.5;0.52;0.52;0.53;0.55;0.55;0.53;0.52;0.51;0.49;0.49;0.49
Mauritius;Financial Markets Access Index;0.56;0.55;0.57;0.56;0.56;0.54;0.52;0.54;0.54;0.55;0.53;0.54;0.5;0.48;0.56;0.56;0.57;0.58;0.57;0.56;0.55;0.56;0.56;0.57;0.57;0.57;0.47;0.54;0.48;0.48;0.42;0.45;0.47;0.47;0.48;0.48;0.48;0.86;0.57;0.92;0.72
Mauritius;Financial Markets Depth Index;0.09;0.09;0.1;0.09;0.09;0.09;0.08;0.08;0.09;0.09;0.08;0.09;0.08;0.08;0.12;0.11;0.11;0.12;0.14;0.12;0.1;0.09;0.09;0.11;0.11;0.12;0.2;0.36;0.15;0.21;0.21;0.19;0.16;0.19;0.28;0.32;0.31;0.4;0.39;0.47;0.48
Mauritius;Financial Markets Efficiency Index;0.08;0.07;0.09;0.08;0.08;0.07;0.07;0.07;0.07;0.08;0.07;0.07;0.07;0.07;0.08;0.05;0.08;0.1;0.07;0.06;0.06;0.13;0.06;0.07;0.07;0.07;0.04;0.06;0.09;0.06;0.06;0.08;0.05;0.04;0.07;0.08;0.05;0.06;0.06;0.05;0.06
Mauritius;Financial Markets Index;0.24;0.23;0.25;0.24;0.24;0.23;0.22;0.23;0.23;0.23;0.23;0.23;0.21;0.2;0.25;0.24;0.25;0.26;0.26;0.24;0.23;0.25;0.23;0.24;0.24;0.25;0.24;0.33;0.24;0.25;0.23;0.24;0.23;0.24;0.28;0.3;0.29;0.44;0.35;0.49;0.43
Mexico;Financial Development Index;0.36;0.37;0.27;0.23;0.28;0.32;0.32;0.34;0.27;0.28;0.25;0.26;0.29;0.3;0.32;0.3;0.3;0.3;0.28;0.26;0.3;0.33;0.29;0.29;0.32;0.34;0.33;0.38;0.38;0.36;0.38;0.37;0.38;0.4;0.38;0.38;0.39;0.39;0.39;0.39;0.41
Mexico;Financial Institutions Access Index;0.19;0.19;0.15;0.13;0.14;0.13;0.13;0.13;0.12;0.13;0.14;0.17;0.19;0.18;0.22;0.2;0.19;0.2;0.19;0.18;0.2;0.21;0.25;0.25;0.25;0.27;0.28;0.31;0.34;0.34;0.36;0.36;0.38;0.38;0.39;0.39;0.4;0.41;0.42;0.43;0.42
Mexico;Financial Institutions Depth Index;0.08;0.08;0.07;0.05;0.06;0.06;0.06;0.06;0.05;0.07;0.08;0.09;0.13;0.12;0.13;0.1;0.09;0.1;0.11;0.11;0.11;0.12;0.13;0.13;0.13;0.14;0.15;0.17;0.16;0.19;0.2;0.2;0.22;0.23;0.23;0.23;0.24;0.25;0.24;0.27;0.3
