iso3;iso2;imfn;country;region;income;year;ai01;ai02;ai30;ai31;di01;di12;di14;dm01;dm02;dm03;dm05;dm12;ei01;si02;si04;sm01;oi02;oi08;oi09;oi19;om01;om02;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1983;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1984;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1985;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1986;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1987;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1988;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1989;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1990;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1991;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1992;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1993;;;;;;;;;;;;;;;;;;;;0;0.43;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1994;;;;;;;;;;;;;;;;;;;;0;7.74;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1995;;;;;26.02;26.02;26.02;3.96;1.37;;;;;;132.80;;17.92;;;0;13.20;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1996;;;;;24.39;24.39;24.39;12.50;0.75;;;;;;97.18;;24.86;;;0;15.58;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1997;;;;;31.35;31.35;31.37;17.73;1.02;;0.23;;;;85.66;;30.81;;8.52;0;16.98;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1998;;;;;34.83;34.83;34.83;11.46;0.39;;0.24;;;9.30;101.04;;31.64;-0.19;8.24;1;11.03;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;1999;;;;;31.59;31.59;31.76;10.70;0.29;;0.35;;;10.30;109.84;;30.13;1.01;11.23;1;13.52;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2000;;;;;31.70;31.70;31.87;12.69;0.87;;0.35;2.67;4.30;9.50;83.66;;36.82;;15.60;0;14.10;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2001;;;;;36.26;36.26;36.30;13.57;0.50;3.87;0.48;1.74;4.05;7.30;65.26;;50.67;;17.62;0;14.65;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2002;;;;;43.10;43.10;43.12;30.24;0.60;4.60;1.17;2.43;3.96;10.20;75.63;;50.38;0.37;18.85;0;15.57;;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2003;;;;;45.03;45.03;45.05;17.66;0.71;3.47;1.06;3.20;4.08;8.90;82.95;24.02;50.81;;18.90;0;36.48;-4.85;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2004;;29.74;;;47.79;47.79;47.80;26.35;1.12;0.93;2.06;2.88;3.68;7.50;86.53;24.35;51.71;-0.57;18.27;0;38.56;5.26;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2005;;31.66;;;51.91;51.91;51.93;28.47;1.67;0.82;1.64;1.16;3.38;6.20;90.72;21.20;53.14;;13.64;0;41.07;47.92;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2006;;31.69;;;58.50;58.50;58.51;57.52;3.72;1.66;1.83;2.31;3.20;5.20;92.85;16.20;57.39;0.38;10.90;0;42.22;42.20;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2007;;33.62;85.40;126.60;61.51;61.51;61.52;116.90;7.30;2.08;3.06;4.35;3.77;4.80;91.63;13.96;62.34;;10.75;0;83.29;72.12;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2008;;35.36;;;64.10;64.10;64.11;38.62;4.58;1.72;2.48;1.52;3.26;4.90;101.57;21.25;60.40;;7.55;0;82.60;-5.86;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2009;;36.71;;;66.74;66.74;66.75;42.52;2.34;1.87;3.45;0.81;3.61;7.70;106.96;39.70;63.38;3.00;11.73;0;62.95;-54.21;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2010;1484.91;36.18;;;68.14;68.14;68.15;42.72;1.75;1.44;3.35;1.77;3.45;11.09;93.69;30.24;72.43;;12.40;0;55.87;10.27;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2011;1488.19;35.91;;;69.93;69.93;69.94;36.07;1.48;1.54;2.80;2.30;3.69;12.27;95.96;15.05;71.92;;13.73;0;54.43;4.73;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2012;1400.80;35.58;;;70.74;70.74;70.75;;0.96;1.70;5.80;2.01;3.38;13.76;110.50;13.91;64.44;1.92;20.61;0;49.44;-17.40;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2013;1414.59;34.59;86.60;192.60;69.47;69.47;69.48;36.92;0.95;1.56;6.19;1.65;3.24;15.43;111.17;11.16;63.30;3.01;26.38;0;45.12;6.37;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2014;1411.01;33.82;;;68.10;68.10;68.10;34.76;0.85;1.34;4.89;1.85;2.99;16.71;108.52;8.45;63.71;0.08;26.29;0;45.54;-3.07;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2015;1433.14;33.49;;;64.42;64.42;64.42;37.18;0.86;1.43;6.47;2.20;3.04;16.33;101.54;8.19;64.75;1.10;32.33;0;44.25;-2.85;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2016;1449.05;32.73;;;60.20;60.20;60.20;39.11;0.62;1.83;5.49;1.19;3.30;13.61;93.81;7.96;65.01;-0.37;30.08;0;38.33;0.18;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2017;1437.74;32.25;;;57.07;57.07;57.08;41.03;0.78;1.86;3.22;0.37;3.58;11.20;89.63;9.87;63.93;1.80;29.75;0;37.58;11.50;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2018;1441.37;30.05;;;55.40;55.40;55.41;33.42;0.40;1.66;2.85;4.77;2.24;9.71;83.70;10.08;65.90;;26.29;;31.07;-6.68;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2019;1448.57;28.34;98.10;197.60;54.42;54.42;54.42;36.97;0.54;1.42;2.29;2.09;3.23;6.99;82.54;7.42;65.15;-2.47;26.07;;29.27;2.60;;;;;;;;;
HRV;HR;960;Croatia;Europe & Central Asia;High income;2020;;;;;60.86;60.86;61.09;39.72;;;;2.36;3.15;;76.06;17.13;78.70;;30.35;;25.70;-9.64;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1960;;;;;1.42;1.42;3.68;;;;;;;;63.98;;2.31;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1961;;;;;1.48;1.48;4.13;;;;;;;;57.94;;2.67;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1962;;;;;1.47;1.47;4.09;;;;;;;;60.20;;2.43;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1963;;;;;1.49;1.49;4.29;;;;;;;;57.95;;2.35;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1964;;;;;1.53;1.53;4.05;;;;;;;;59.11;;2.44;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1965;;;;;2.19;2.19;4.04;;;;;;;;70.54;;2.52;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1966;;;;;2.23;2.23;4.01;;;;;;;;90.61;;2.32;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1967;;;;;2.76;2.76;4.54;;;;;;;;91.09;;2.77;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1968;;;;;2.38;2.38;4.37;;;;;;;;96.62;;2.69;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1969;;;;;2.66;2.66;4.58;;;;;;;;92.57;;2.68;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1970;;;;;3.06;3.06;5.96;;;;;;;;98.38;;2.95;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1971;;;;;2.80;2.80;6.03;;;;;;;;89.91;;3.19;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1972;;;;;3.51;3.51;7.90;;;;;;;;63.62;;4.80;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1973;;;;;5.18;5.18;10.87;;;;;;;;76.56;;5.40;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1974;;;;;7.11;7.11;13.91;;;;;;;;88.15;;6.52;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1975;;;;;7.74;7.74;15.02;;;;;;;;89.04;;7.71;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1976;;;;;8.31;8.31;14.48;;;;;;;;80.65;;9.09;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1977;;;;;9.24;9.24;16.15;;;;;;;;85.22;;10.46;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1978;;;;;10.92;10.92;20.81;;;;;;;;80.99;;12.37;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1979;;;;;11.00;11.00;19.27;;;;;;;;88.82;;11.98;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1980;;;;;10.33;10.33;16.54;;;;;;;;76.52;;13.48;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1981;;;;;10.73;10.73;17.67;;;;;;;;79.46;;12.88;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1982;;;;;10.48;10.48;17.66;;;;;;;;78.75;;13.31;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1983;;;;;9.85;9.85;14.81;;;;;;;;75.59;;13.37;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1984;;;;;9.41;9.41;14.37;;;;;;;;70.15;;13.18;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1985;;;;;8.59;8.59;13.61;;;;;;;;64.49;;13.33;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1986;;;;;7.73;7.73;11.56;;;;;;;;61.80;;12.75;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1987;;;;;14.96;14.96;12.65;;;;;;;;52.02;;28.80;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1988;;;;;29.73;29.73;11.80;;;;;;;;54.97;;47.40;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1989;;;;;38.67;38.67;13.35;;;;;;;;58.96;;58.17;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1990;;;;;36.39;36.39;11.63;;;;;;;;49.83;;66.51;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1991;;;;;34.91;34.91;10.30;;;;;;;;46.00;;71.74;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1992;;;;;40.32;40.32;10.15;;;;;;;;40.65;;93.54;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1993;;;;;31.94;31.94;10.86;;;;;;;;36.52;;80.92;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1994;;;;;12.43;12.43;10.18;;;;;;;;38.06;;30.82;;;1;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1995;;;;;12.45;12.45;12.45;;;;;;;;39.89;;25.51;;;1;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1996;;;;;12.49;12.49;12.79;;;;;;;;46.48;;24.17;;;1;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1997;;;;;15.39;15.39;15.69;;;;;;;;50.84;;25.78;;;1;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1998;;;;;13.77;13.77;14.14;;;;;;;;54.79;;24.79;;;1;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;1999;;;;;14.02;14.02;14.46;;;;;;;;47.88;;27.73;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2000;;;;;15.08;15.08;8.95;;;;;;;;45.47;;29.93;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2001;;;;;14.15;14.15;8.30;;;;;;;;45.06;;31.02;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2002;;;;;16.98;16.98;9.99;;;;;;;;43.21;;34.10;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2003;;;;;15.97;15.97;9.81;;;;;;;;38.74;;39.44;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2004;208.82;3.18;;;13.54;13.54;8.39;;;;;;11.27;;39.49;;35.10;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2005;239.34;3.17;;;13.79;13.79;8.84;;;;;;8.97;;36.55;;34.50;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2006;273.74;3.10;;;12.31;12.31;8.73;;;;;1.81;10.01;;39.24;;30.94;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2007;302.78;2.96;;;11.82;11.82;7.99;;;;;;10.60;;37.30;;30.52;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2008;328.53;2.91;;;13.00;13.00;8.72;;;;;;9.70;;39.83;;30.10;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2009;349.27;2.90;;;13.68;13.68;8.45;;;;;0.39;8.62;;38.59;;32.61;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2010;336.27;2.48;;;13.06;13.06;7.93;;;;;;7.41;;32.99;;41.02;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2011;334.16;2.63;;;13.92;13.92;8.52;;;;;;6.35;;33.42;;38.49;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2012;329.51;2.72;;;17.95;17.95;10.81;;;;;;6.31;;40.04;;38.22;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2013;302.92;2.71;;;18.14;18.14;11.06;;;;;0.18;6.66;;46.58;;36.89;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2014;217.57;2.70;;;18.79;18.79;11.69;;;;;;6.75;;48.13;;37.01;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2015;264.85;2.69;;;17.43;17.43;10.76;;;;;;5.67;;40.55;;42.63;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2016;281.47;2.63;;;17.58;17.58;10.72;;;;;;6.60;;36.87;;44.66;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2017;279.37;2.66;;;16.86;16.86;10.43;;;;;;6.98;;38.40;;42.04;;;0;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2018;274.97;2.69;;;18.30;18.30;11.51;;;;;;6.93;;38.71;;42.44;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2019;;;;;17.18;17.18;10.86;;;;;;6.52;;40.29;;41.16;;;;;;;;;;;;;;
HTI;HT;263;Haiti;Latin America & Caribbean;Lower middle income;2020;;;;;8.87;8.87;9.31;;;;;;5.57;;42.21;;22.39;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1970;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1971;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1972;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1973;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1974;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1975;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1976;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1977;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1978;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1979;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1980;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1981;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1982;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1983;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1984;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1985;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1986;;;;;;;;;;;3.51;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1987;;;;;;;;;;;5.99;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1988;;;;;;;;;;;8.02;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1989;;;;;;;;;;;10.46;;;;;;;;;0;;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1990;;;;;;;;;;;12.92;;;;;;;;;0;0.58;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1991;;;;;37.60;37.60;37.68;;;;16.51;;;;116.72;16.56;35.00;2.42;17.23;1;1.93;;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1992;;;;;32.02;32.02;32.15;;;;16.32;;;;76.27;16.03;43.70;;16.97;1;2.22;-11.82;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1993;;;;;27.21;27.21;27.33;;;;24.83;;;;65.05;17.12;42.67;1.55;25.45;1;2.70;4.37;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1994;;;;;25.41;25.41;25.50;;;;30.93;;;;59.69;24.87;40.11;1.58;31.52;1;3.87;75.73;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1995;;;;;21.64;21.64;21.71;;;;33.16;;;;55.68;21.67;38.69;1.41;33.69;1;4.07;-18.74;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1996;;;;;21.35;21.35;21.36;;;;;;;;51.10;18.27;39.39;-0.82;28.42;0;4.27;71.03;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1997;;;;;23.51;23.51;23.52;;;;;;;;53.87;22.48;38.46;-0.76;23.90;0;4.57;136.93;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1998;;;;;23.37;23.37;23.38;;;;24.76;;;4.90;59.25;35.64;37.36;0.17;24.95;0;5.16;40.71;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;1999;;;;;25.50;25.50;25.51;;;;20.46;;;4.20;61.89;49.32;38.13;0.30;25.22;0;6.25;-19.26;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2000;;;;;31.88;31.88;31.88;;;;15.78;1.97;4.13;3.00;71.27;35.62;38.16;0.47;21.66;0;5.68;40.11;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2001;;;;;32.64;32.64;32.64;;;;12.10;0.59;4.32;3.60;79.80;26.10;38.35;-0.88;18.70;0;5.40;-17.21;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2002;;;;;34.35;34.35;34.36;19.21;9.82;;9.20;0.90;5.19;2.90;82.65;23.46;38.66;;15.24;0;4.73;6.54;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2003;;;;;41.75;41.75;36.46;19.53;10.39;;5.51;1.90;4.48;2.60;92.81;22.07;39.51;-0.23;13.94;0;4.94;4.84;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2004;;13.79;;;44.98;44.98;38.97;27.51;13.73;;3.19;1.08;5.41;1.80;106.19;19.26;39.68;1.37;14.89;0;4.65;35.80;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2005;;14.81;;;49.99;49.99;43.30;28.83;19.62;;3.53;3.92;4.73;2.30;111.16;18.85;41.77;0.22;16.05;0;4.36;62.31;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2006;;16.15;;;54.09;54.09;47.29;36.28;26.81;;7.46;3.23;5.25;2.60;113.56;23.29;44.16;1.67;22.98;0;4.07;25.19;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2007;;17.34;;;60.79;60.79;53.26;33.00;33.78;;8.44;4.26;4.41;2.30;123.75;23.56;45.58;-0.02;23.60;0;3.88;15.78;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2008;;17.99;;;68.04;68.04;59.39;11.68;17.43;;8.53;2.69;3.71;3.00;133.80;21.38;47.57;-0.14;22.71;1;3.98;-12.64;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2009;;17.65;84.80;144.70;59.89;59.89;59.92;22.97;20.81;;10.81;1.07;3.41;8.20;129.53;41.79;50.93;1.07;28.91;1;4.19;-34.00;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2010;;16.78;;;60.28;60.28;60.31;21.00;20.06;19.56;9.14;0.68;3.81;10.04;121.13;38.90;49.23;-0.36;26.39;1;4.80;52.16;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2011;;16.44;;;58.39;58.39;58.43;13.24;11.04;16.35;7.58;1.48;3.47;13.68;117.98;26.68;49.65;-0.87;25.44;1;5.21;-4.60;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2012;1031.62;16.08;;;50.38;50.38;50.41;16.16;8.53;20.48;9.56;0.74;3.50;16.04;115.02;26.33;47.80;-0.13;28.02;1;5.14;-16.28;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2013;979.98;15.41;78.50;181.80;46.14;46.14;46.18;14.62;7.99;24.35;9.93;1.28;3.64;16.83;100.80;20.78;47.11;2.23;31.11;0;5.05;4.31;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2014;1015.09;15.50;;;42.60;42.60;42.64;10.31;5.05;4.87;9.21;2.64;3.19;15.62;93.29;16.66;46.08;1.12;27.49;0;4.86;-2.68;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2015;1024.28;15.13;;;35.11;35.11;35.15;14.14;5.95;4.99;9.23;2.81;3.19;11.66;84.48;18.10;44.75;-0.46;27.87;0;4.57;12.83;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2016;1036.98;14.71;;;33.41;33.41;33.45;17.56;6.08;3.95;8.32;0.76;2.64;7.42;72.25;18.53;46.52;-0.41;24.73;0;4.38;29.71;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2017;1050.29;14.64;;;32.43;32.43;32.48;22.07;7.26;4.52;7.04;1.67;2.47;4.17;69.01;15.53;45.91;0.66;21.75;0;4.19;32.40;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2018;1092.36;14.20;;;32.37;32.37;32.42;18.04;6.16;4.64;5.44;1.16;2.01;2.47;67.67;14.92;45.86;0.27;16.91;;4.40;7.09;;;;;;;;;
HUN;HU;944;Hungary;Europe & Central Asia;High income;2019;1243.79;23.42;61.20;153.80;33.36;33.36;33.46;20.11;5.30;5.24;4.78;2.14;1.88;1.51;69.93;16.02;45.20;;14.60;;4.50;9.69;;;;;;;;;
