Country;Variable;Percentile;Year;Value
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1966;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1967;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1968;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1969;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1970;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1971;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1972;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1973;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1974;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1975;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1976;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1977;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1978;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1979;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1981;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1982;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1983;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1984;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1985;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1986;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1987;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1988;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1989;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1990;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1991;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1992;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1993;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1994;
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.6152
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.618
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.6165
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.6215
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.6283
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.6255
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.6365
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.6362
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.64
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.6492
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.655
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.6558
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.6571
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.6662
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.6619
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.6752
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.6727
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.6593
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.6433
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.6349
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.633
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.6262
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.6266
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.626
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.6266
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.6229
Israel;"shweal_p90p100_z_IL
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.6291
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1960;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1961;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1962;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1963;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1964;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1965;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1966;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1967;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1968;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1969;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1970;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1971;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1972;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1973;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1974;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1975;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1976;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1977;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1978;
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1979;0.1794
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1980;0.178
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1981;0.1766
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1982;0.1752
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1983;0.1739
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1984;0.1725
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1985;0.1711
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1986;0.1698
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1987;0.1726
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1988;0.1751
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1989;0.1775
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1990;0.1797
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1991;0.1817
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1992;0.1836
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1993;0.1839
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1994;0.1842
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1995;0.1844
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1996;0.1847
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1997;0.1849
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1998;0.1861
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;1999;0.1873
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2000;0.1885
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2001;0.1896
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2002;0.1903
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2003;0.191
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2004;0.1917
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2005;0.1924
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2006;0.1927
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2007;0.1931
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2008;0.1957
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2009;0.1983
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2010;0.2008
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2011;0.1961
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2012;0.1915
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2013;0.1823
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2014;0.1738
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2015;0.1696
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2016;0.1655
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2017;0.1655
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2018;0.1655
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2019;0.1655
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2020;0.1655
Israel;"sptinc_p99p100_z_IL
Pre-tax national income 
Top 1% | share
";p99p100;2021;0.1655
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1960;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1961;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1962;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1963;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1964;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1965;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1966;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1967;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1968;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1969;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1970;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1971;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1972;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1973;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1974;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1975;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1976;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1977;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1978;
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1979;0.4949
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1980;0.4943
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1981;0.4938
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1982;0.4933
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1983;0.4928
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1984;0.4923
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1985;0.4918
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1986;0.4912
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1987;0.4931
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1988;0.4948
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1989;0.4964
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1990;0.4978
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1991;0.4991
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1992;0.5004
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1993;0.5016
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1994;0.5028
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1995;0.504
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1996;0.5051
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1997;0.5061
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1998;0.5075
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;1999;0.5088
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2000;0.5102
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2001;0.5115
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2002;0.5138
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2003;0.5161
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2004;0.5184
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2005;0.5207
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2006;0.5202
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2007;0.5197
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2008;0.5226
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2009;0.5254
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2010;0.5282
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2011;0.5223
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2012;0.5166
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2013;0.5066
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2014;0.4974
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2015;0.4944
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2016;0.4915
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2017;0.4915
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2018;0.4915
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2019;0.4915
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2020;0.4915
Israel;"sptinc_p90p100_z_IL
Pre-tax national income 
Top 10% | share
";p90p100;2021;0.4915
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1960;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1961;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1962;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1963;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1964;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1965;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1966;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1967;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1968;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1969;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1970;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1971;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1972;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1973;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1974;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1975;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1976;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1977;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1978;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1979;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1980;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1981;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1982;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1983;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1984;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1985;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1986;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1987;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1988;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1989;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1990;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1991;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1992;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1993;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1994;
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1995;0.1637
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1996;0.1657
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1997;0.1678
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1998;0.1709
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;1999;0.1764
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2000;0.1854
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2001;0.2011
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2002;0.2134
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2003;0.2089
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2004;0.2069
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2005;0.2123
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2006;0.2184
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2007;0.2109
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2008;0.2061
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2009;0.2076
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2010;0.2197
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2011;0.2213
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2012;0.2355
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2013;0.234
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2014;0.2553
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2015;0.2247
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2016;0.22
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2017;0.2211
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2018;0.221
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2019;0.2209
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2020;0.2209
Italy;"shweal_p99p100_z_IT
Net personal wealth
Top 1% | share | adults | equal split
";p99p100;2021;0.2209
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1960;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1961;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1962;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1963;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1964;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1965;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1966;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1967;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1968;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1969;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1970;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1971;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1972;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1973;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1974;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1975;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1976;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1977;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1978;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1979;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1981;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1982;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1983;
Italy;"shweal_p90p100_z_IT
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1984;
