country;Year;UD
Poland;1980;
Poland;1979;
Poland;1978;93.6183492
Poland;1977;
Poland;1976;
Poland;1975;98.86385659
Poland;1974;
Poland;1973;
Poland;1972;
Poland;1971;
Poland;1970;89.99142939
Poland;1969;
Poland;1968;
Poland;1967;
Poland;1966;94.51795841
Poland;1965;
Poland;1964;
Poland;1963;
Poland;1962;
Poland;1961;
Poland;1960;80.6892779
Portugal;2017;
Portugal;2016;15.30581899
Portugal;2015;16.06964882
Portugal;2014;17.04710823
Portugal;2013;18.82189421
Portugal;2012;19.07345399
Portugal;2011;18.68127431
Portugal;2010;19.63064614
Portugal;2009;
Portugal;2008;20.74774565
Portugal;2007;
Portugal;2006;21.09091861
Portugal;2005;
Portugal;2004;21.56276256
Portugal;2003;21.12676056
Portugal;2002;20.52008256
Portugal;2001;
Portugal;2000;
Portugal;1999;
Portugal;1998;
Portugal;1997;25.21337405
Portugal;1996;
Portugal;1995;26.58248879
Portugal;1994;
Portugal;1993;
Portugal;1992;
Portugal;1991;
Portugal;1990;29.25743361
Portugal;1989;31.98168738
Portugal;1988;35.03427266
Portugal;1987;38.62532026
Portugal;1986;41.20756069
Portugal;1985;44.60628129
Portugal;1984;47.23837209
Portugal;1983;47.21634954
Portugal;1982;50.49396268
Portugal;1981;53.54449472
Portugal;1980;54.8253849
Portugal;1979;60.09615385
Portugal;1978;60.76011443
Portugal;1977;
Portugal;1976;
Portugal;1975;
Portugal;1974;
Portugal;1973;
Portugal;1972;
Portugal;1971;
Portugal;1970;
Portugal;1969;
Portugal;1968;
Portugal;1967;
Portugal;1966;
Portugal;1965;
Portugal;1964;
Portugal;1963;
Portugal;1962;
Portugal;1961;
Portugal;1960;
Romania;2017;
Romania;2016;19.16583433
Romania;2015;
Romania;2014;
Romania;2013;
Romania;2012;22.10628183
Romania;2011;
Romania;2010;
Romania;2009;
Romania;2008;32.06281228
Romania;2007;31.97474168
Romania;2006;31.53538813
Romania;2005;
Romania;2004;
Romania;2003;35.92994103
Romania;2002;34.73072215
Romania;2001;
Romania;2000;
Romania;1999;
Romania;1998;45.0892588
Romania;1997;
Romania;1996;
Romania;1995;
Romania;1994;
Romania;1993;68.65780568
Romania;1992;
Romania;1991;80.17638805
Romania;1990;
Romania;1989;
Romania;1988;
Romania;1987;
Romania;1986;
Romania;1985;
Romania;1984;
Romania;1983;
Romania;1982;
Romania;1981;
Romania;1980;
Romania;1979;
Romania;1978;
Romania;1977;
Romania;1976;
Romania;1975;
Romania;1974;
Romania;1973;
Romania;1972;
Romania;1971;
Romania;1970;
Romania;1969;
Romania;1968;
Romania;1967;
Romania;1966;
Romania;1965;
Romania;1964;
Romania;1963;
Romania;1962;
Romania;1961;
Romania;1960;
Russian Federation;2017;
Russian Federation;2016;26.87850914
Russian Federation;2015;27.56709234
Russian Federation;2014;28.88758324
Russian Federation;2013;29.75965678
Russian Federation;2012;31.08201447
Russian Federation;2011;32.96519665
Russian Federation;2010;33.73338654
Russian Federation;2009;36.80598877
Russian Federation;2008;38.27500228
Russian Federation;2007;40.98862107
Russian Federation;2006;43.6777275
Russian Federation;2005;46.87375738
Russian Federation;2004;50.86912476
Russian Federation;2003;55.01284093
Russian Federation;2002;59.77845373
Russian Federation;2001;62.40288707
Russian Federation;2000;64.37568362
Russian Federation;1999;66.34250391
Russian Federation;1998;72.4573385
Russian Federation;1997;74.82865336
Russian Federation;1996;76.59471649
Russian Federation;1995;82.62804001
Russian Federation;1994;86.50089398
Russian Federation;1993;88.79887833
Russian Federation;1992;84.26880372
Russian Federation;1991;
Russian Federation;1990;79.41176471
Russian Federation;1989;
Russian Federation;1988;
Russian Federation;1987;
Russian Federation;1986;
Russian Federation;1985;
Russian Federation;1984;
Russian Federation;1983;
Russian Federation;1982;100
Russian Federation;1981;
Russian Federation;1980;
Russian Federation;1979;100
Russian Federation;1978;
Russian Federation;1977;
Russian Federation;1976;
Russian Federation;1975;
Russian Federation;1974;
Russian Federation;1973;
Russian Federation;1972;
Russian Federation;1971;
Russian Federation;1970;
Russian Federation;1969;
Russian Federation;1968;100
Russian Federation;1967;
Russian Federation;1966;
Russian Federation;1965;
Russian Federation;1964;
Russian Federation;1963;
Russian Federation;1962;
Russian Federation;1961;
Russian Federation;1960;
Singapore;2017;
Singapore;2016;
Singapore;2015;21.21119934
Singapore;2014;20.84227832
Singapore;2013;20.40662872
Singapore;2012;19.35072555
Singapore;2011;18.90720257
Singapore;2010;18.0295082
Singapore;2009;17.59785882
Singapore;2008;17.50169262
Singapore;2007;18.09872029
Singapore;2006;18.60184813
Singapore;2005;19.39655172
Singapore;2004;20.09959258
Singapore;2003;20.50963618
Singapore;2002;19.31958354
Singapore;2001;16.53039187
Singapore;2000;16.76321962
Singapore;1999;15.57983329
Singapore;1998;17.0002493
Singapore;1997;14.21009505
Singapore;1996;14.59007952
Singapore;1995;13.81001879
Singapore;1994;14.12021096
Singapore;1993;14.81044232
Singapore;1992;14.50961233
Singapore;1991;14.23981633
Singapore;1990;14.43957539
Singapore;1989;15.26963632
Singapore;1988;15.83944127
Singapore;1987;16.24038841
Singapore;1986;17.49938939
Singapore;1985;17.40055368
Singapore;1984;16.40047737
Singapore;1983;17.58421188
Singapore;1982;18.79984212
Singapore;1981;20.20005402
Singapore;1980;22.79953249
Singapore;1979;24.5005887
Singapore;1978;24.79922537
Singapore;1977;25.34085629
Singapore;1976;25.50109158
Singapore;1975;25.01931382
Singapore;1974;24.70100716
Singapore;1973;31.4109252
Singapore;1972;30.47226277
Singapore;1971;25.50769231
Singapore;1970;25.35226504
Singapore;1969;30.05081352
Singapore;1968;32.60207792
Singapore;1967;
Singapore;1966;
Singapore;1965;
Singapore;1964;
Singapore;1963;
Singapore;1962;
Singapore;1961;
Singapore;1960;
Slovakia;2017;
Slovakia;2016;10.6777087
Slovakia;2015;11.18853904
Slovakia;2014;
Slovakia;2013;13.29721354
Slovakia;2012;13.59498937
Slovakia;2011;14.06775524
Slovakia;2010;15.22889585
Slovakia;2009;16.02366449
Slovakia;2008;17.1794884
Slovakia;2007;18.76684775
Slovakia;2006;20.55750434
Slovakia;2005;22.78127351
Slovakia;2004;23.65208174
Slovakia;2003;26.18306134
Slovakia;2002;27.4263884
Slovakia;2001;30.50811814
Slovakia;2000;32.27226812
Slovakia;1999;34.1659562
Slovakia;1998;36.16061687
Slovakia;1997;41.968705
Slovakia;1996;47.82770501
Slovakia;1995;56.06149323
Slovakia;1994;64.18248258
Slovakia;1993;70.65
Slovakia;1992;
Slovakia;1991;
Slovakia;1990;
Slovakia;1989;
Slovakia;1988;
Slovakia;1987;
Slovakia;1986;
Slovakia;1985;
Slovakia;1984;
Slovakia;1983;
Slovakia;1982;
Slovakia;1981;
Slovakia;1980;
Slovakia;1979;
Slovakia;1978;
Slovakia;1977;
Slovakia;1976;
Slovakia;1975;
Slovakia;1974;
Slovakia;1973;
Slovakia;1972;
Slovakia;1971;
Slovakia;1970;
Slovakia;1969;
Slovakia;1968;
Slovakia;1967;
Slovakia;1966;
Slovakia;1965;
Slovakia;1964;
Slovakia;1963;
Slovakia;1962;
Slovakia;1961;
Slovakia;1960;
Slovenia;2017;
Slovenia;2016;20.38346391
Slovenia;2015;20.9071667
Slovenia;2014;26.41040362
Slovenia;2013;23.20073619
Slovenia;2012;23.88938022
Slovenia;2011;33.13969071
Slovenia;2010;29.60012618
Slovenia;2009;37.07678888
Slovenia;2008;27.34666612
Slovenia;2007;30.57895847
Slovenia;2006;32.17184597
Slovenia;2005;37.45353074
Slovenia;2004;37.07939778
Slovenia;2003;45.33032004
Slovenia;2002;47.11104568
Slovenia;2001;43.33515086
Slovenia;2000;44.18829112
Slovenia;1999;42.06369416
Slovenia;1998;43.53956801
Slovenia;1997;45.1525451
Slovenia;1996;50.20805525
Slovenia;1995;51.85422099
Slovenia;1994;55.55809392
Slovenia;1993;56.3811768
Slovenia;1992;67.90433702
Slovenia;1991;68.41876381
Slovenia;1990;69
Slovenia;1989;
Slovenia;1988;
Slovenia;1987;
Slovenia;1986;
Slovenia;1985;
Slovenia;1984;
Slovenia;1983;
Slovenia;1982;
Slovenia;1981;
Slovenia;1980;
Slovenia;1979;
Slovenia;1978;91.50182088
Slovenia;1977;
Slovenia;1976;
Slovenia;1975;
Slovenia;1974;
Slovenia;1973;90.78895079
Slovenia;1972;
Slovenia;1971;
Slovenia;1970;
Slovenia;1969;
Slovenia;1968;90.67640669
Slovenia;1967;
Slovenia;1966;
Slovenia;1965;
Slovenia;1964;
Slovenia;1963;87.12967552
Slovenia;1962;
Slovenia;1961;
Slovenia;1960;
South Africa;2017;
South Africa;2016;
South Africa;2015;
South Africa;2014;
South Africa;2013;
South Africa;2012;
South Africa;2011;
South Africa;2010;
South Africa;2009;
South Africa;2008;
South Africa;2007;
South Africa;2006;
South Africa;2005;
South Africa;2004;
South Africa;2003;
South Africa;2002;
South Africa;2001;
South Africa;2000;35.82040591
South Africa;1999;
South Africa;1998;
South Africa;1997;
South Africa;1996;
South Africa;1995;
South Africa;1994;
South Africa;1993;
South Africa;1992;
South Africa;1991;
South Africa;1990;
South Africa;1989;
South Africa;1988;
South Africa;1987;
South Africa;1986;
South Africa;1985;17.7
South Africa;1984;
South Africa;1983;
South Africa;1982;
South Africa;1981;
South Africa;1980;
South Africa;1979;
South Africa;1978;
South Africa;1977;
South Africa;1976;
South Africa;1975;
South Africa;1974;
South Africa;1973;
South Africa;1972;
South Africa;1971;
South Africa;1970;
South Africa;1969;
South Africa;1968;
South Africa;1967;
South Africa;1966;
South Africa;1965;
South Africa;1964;
South Africa;1963;
South Africa;1962;
South Africa;1961;
South Africa;1960;
Spain;2017;
Spain;2016;14.78949688
Spain;2015;15.16157164
Spain;2014;16.81162951
Spain;2013;17.9355268
Spain;2012;18.16440128
Spain;2011;17.915428
Spain;2010;18.31197107
Spain;2009;18.34266198
Spain;2008;17.45347075
Spain;2007;16.25981174
Spain;2006;15.89313795
Spain;2005;15.86774568
Spain;2004;16.29295349
Spain;2003;16.68323422
Spain;2002;16.93104616
Spain;2001;17.19943291
Spain;2000;17.371052
Spain;1999;17.59088652
Spain;1998;17.92553883
Spain;1997;17.26180084
Spain;1996;17.7997681
Spain;1995;18.19967407
Spain;1994;19.50007333
Spain;1993;19.80042031
Spain;1992;18.09982485
Spain;1991;16.10042913
Spain;1990;13.72959319
Spain;1989;13.11500907
Spain;1988;12.93009924
Spain;1987;12.16424135
Spain;1986;11.9510009
Spain;1985;12.43524673
Spain;1984;12.13802105
Spain;1983;12.40904732
Spain;1982;12.01056187
Spain;1981;11.09065256
Spain;1980;13.2772687
Spain;1979;31.21060311
Spain;1978;44.48513473
Spain;1977;18.0949591
Spain;1976;
Spain;1975;
Spain;1974;
Spain;1973;
Spain;1972;
Spain;1971;
Spain;1970;
Spain;1969;
Spain;1968;
Spain;1967;
Spain;1966;
Spain;1965;
Spain;1964;
Spain;1963;
Spain;1962;
Spain;1961;
Spain;1960;
Sweden;2017;62
Sweden;2016;62.44354759
Sweden;2015;61.74797522
Sweden;2014;61.767193
Sweden;2013;61.97767528
Sweden;2012;62.37626122
Sweden;2011;62.40263262
Sweden;2010;63.50415876
Sweden;2009;64.23699973
Sweden;2008;64.62247258
Sweden;2007;67.02245528
Sweden;2006;72.26576424
Sweden;2005;74.247436
Sweden;2004;76.44085859
Sweden;2003;77.21358176
Sweden;2002;78.00999194
Sweden;2001;78.71391373
Sweden;2000;81.00558897
Sweden;1999;82.69526582
Sweden;1998;83.88960774
Sweden;1997;84.04558592
Sweden;1996;84.54108605
Sweden;1995;85.93490494
Sweden;1994;86.59767679
Sweden;1993;86.35550325
Sweden;1992;84.67682521
Sweden;1991;82.67112506
Sweden;1990;81.50458318
Sweden;1989;83.29465854
Sweden;1988;84.1814687
Sweden;1987;85.05945677
Sweden;1986;82.42821049
Sweden;1985;81.28822274
Sweden;1984;80.74481627
Sweden;1983;79.65306122
Sweden;1982;78.98774619
Sweden;1981;78.399606
Sweden;1980;78.06644618
Sweden;1979;77.3761738
Sweden;1978;77.10489618
Sweden;1977;76.1172378
Sweden;1976;73.99087104
Sweden;1975;73.1617927
Sweden;1974;71.94098672
Sweden;1973;70.49242885
Sweden;1972;69.23447222
Sweden;1971;68.06339686
Sweden;1970;66.58728522
Sweden;1969;67.04330476
Sweden;1968;66.18820174
Sweden;1967;65.84536615
Sweden;1966;64.76870831
Sweden;1965;65.37954616
Sweden;1964;65.50403913
Sweden;1963;64.76104558
Sweden;1962;65.89437562
Sweden;1961;64.96669618
Sweden;1960;64.55451932
Switzerland;2017;
Switzerland;2016;17.63340938
Switzerland;2015;17.99027313
Switzerland;2014;18.4376446
Switzerland;2013;18.94851733
Switzerland;2012;18.86093527
Switzerland;2011;19.31469069
Switzerland;2010;19.86835414
Switzerland;2009;17.33850413
Switzerland;2008;17.54438541
Switzerland;2007;18.45360458
Switzerland;2006;18.85911231
Switzerland;2005;19.3144445
Switzerland;2004;19.45803431
Switzerland;2003;19.91770298
Switzerland;2002;19.89237412
Switzerland;2001;19.72702864
Switzerland;2000;20.18314758
Switzerland;1999;20.90797859
Switzerland;1998;21.47407801
Switzerland;1997;21.80263921
Switzerland;1996;22.21851711
Switzerland;1995;22.66778568
Switzerland;1994;23.11292128
Switzerland;1993;22.96789154
Switzerland;1992;22.8418793
Switzerland;1991;22.51041821
Switzerland;1990;22.52149192
Switzerland;1989;22.75770474
Switzerland;1988;23.13759322
Switzerland;1987;23.55442024
Switzerland;1986;23.87298309
Switzerland;1985;24.78849639
Switzerland;1984;26.06333403
Switzerland;1983;26.42331084
Switzerland;1982;26.55677552
Switzerland;1981;26.87527589
Switzerland;1980;27.48112222
Switzerland;1979;27.92176813
Switzerland;1978;28.29334977
Switzerland;1977;28.69780229
Switzerland;1976;29.0518449
Switzerland;1975;27.78555558
Switzerland;1974;24.8796995
Switzerland;1973;24.62038063
Switzerland;1972;24.80549294
Switzerland;1971;25.06417943
Switzerland;1970;24.85212121
Switzerland;1969;25.88434611
Switzerland;1968;26.28277999
Switzerland;1967;26.88692383
Switzerland;1966;27.80584744
Switzerland;1965;28.2172559
Switzerland;1964;28.48713838
Switzerland;1963;28.90725357
Switzerland;1962;29.56494441
Switzerland;1961;30.22166616
Switzerland;1960;31.01627614
Taiwan;2017;
Taiwan;2016;
Taiwan;2015;32.75395034
Taiwan;2014;
Taiwan;2013;
Taiwan;2012;
Taiwan;2011;
Taiwan;2010;39.69519931
Taiwan;2009;40.27875523
Taiwan;2008;38.51206024
Taiwan;2007;39.13250582
Taiwan;2006;39.57831853
Taiwan;2005;40.79712338
Taiwan;2004;41.65333707
Taiwan;2003;42.15215249
Taiwan;2002;42.33352533
Taiwan;2001;42.80700164
Taiwan;2000;42.51897421
Taiwan;1999;40.00220005
Taiwan;1998;41.08860759
Taiwan;1997;42.18404286
Taiwan;1996;44.59615385
Taiwan;1995;46.59546805
Taiwan;1994;48.89369033
Taiwan;1993;49.48698908
Taiwan;1992;48.08827044
Taiwan;1991;47.98965742
Taiwan;1990;43.3022306
Taiwan;1989;38.59113238
Taiwan;1988;41.59
Taiwan;1987;39.25
Taiwan;1986;34.5
Taiwan;1985;32.5
Taiwan;1984;28.79
Taiwan;1983;27.7
Taiwan;1982;26.77
Taiwan;1981;27.35
Taiwan;1980;26.16
Taiwan;1979;25.18
Taiwan;1978;24.34
Taiwan;1977;24.47
Taiwan;1976;23.28
Taiwan;1975;21.79
Taiwan;1974;20.49
Taiwan;1973;
Taiwan;1972;
Taiwan;1971;
Taiwan;1970;
Taiwan;1969;
Taiwan;1968;
Taiwan;1967;
Taiwan;1966;
Taiwan;1965;
Taiwan;1964;
Taiwan;1963;
Taiwan;1962;
Taiwan;1961;
Taiwan;1960;
Turkey;2017;
Turkey;2016;8.162916545
Turkey;2015;8.001433371
Turkey;2014;6.947213186
Turkey;2013;6.314815098
Turkey;2012;
Turkey;2011;
Turkey;2010;
Turkey;2009;
Turkey;2008;10.67975065
Turkey;2007;
Turkey;2006;
Turkey;2005;
Turkey;2004;
Turkey;2003;16.58751875
Turkey;2002;17.37175051
Turkey;2001;18.8894527
Turkey;2000;15.96053051
Turkey;1999;19.9908551
Turkey;1998;18.90882076
Turkey;1997;18.43243347
Turkey;1996;19.09538571
Turkey;1995;20.00445781
Turkey;1994;20.48596273
Turkey;1993;19.29147447
Turkey;1992;18.24017149
Turkey;1991;18.23190329
Turkey;1990;17.10491276
Turkey;1989;20.87937867
Turkey;1988;20.82426778
Turkey;1987;17.83600667
Turkey;1986;17.97932064
Turkey;1985;15.61937488
Turkey;1984;12.5867321
Turkey;1983;
Turkey;1982;
Turkey;1981;
Turkey;1980;
Turkey;1979;
Turkey;1978;19.04907081
Turkey;1977;
Turkey;1976;
Turkey;1975;21.86355928
Turkey;1974;
Turkey;1973;
Turkey;1972;
Turkey;1971;
Turkey;1970;
Turkey;1969;33.14080181
Turkey;1968;29.51168504
Turkey;1967;25.5
Turkey;1966;11.71212239
Turkey;1965;12.49748988
Turkey;1964;12.21521218
Turkey;1963;11.28433037
Turkey;1962;11.59621547
Turkey;1961;11.9218528
Turkey;1960;12.0837703
United Kingdom;2017;23.21600271
United Kingdom;2016;23.71549568
United Kingdom;2015;24.23285933
United Kingdom;2014;24.95921133
United Kingdom;2013;25.4136542
United Kingdom;2012;26.05336533
United Kingdom;2011;26.45641882
United Kingdom;2010;26.79689508
United Kingdom;2009;26.95888591
United Kingdom;2008;27.03681541
United Kingdom;2007;27.16816625
United Kingdom;2006;27.22635872
United Kingdom;2005;26.97976788
United Kingdom;2004;27.63244634
United Kingdom;2003;28.52659311
United Kingdom;2002;28.65761627
United Kingdom;2001;28.95810627
United Kingdom;2000;29.70529151
United Kingdom;1999;30.00645834
United Kingdom;1998;30.10800183
United Kingdom;1997;31.41481433
United Kingdom;1996;32.56727682
United Kingdom;1995;33.88714805
United Kingdom;1994;36.23667155
United Kingdom;1993;37.5492372
United Kingdom;1992;39.4534787
United Kingdom;1991;39.7559438
United Kingdom;1990;39.58920008
United Kingdom;1989;41.14297031
United Kingdom;1988;42.25901118
United Kingdom;1987;44.01162791
United Kingdom;1986;45.5270602
United Kingdom;1985;45.27683418
United Kingdom;1984;47.80820308
United Kingdom;1983;50.11248474
United Kingdom;1982;51.9701216
United Kingdom;1981;52.10542593
United Kingdom;1980;52.17551558
United Kingdom;1979;50.7394811
United Kingdom;1978;50.26831196
United Kingdom;1977;48.2894795
United Kingdom;1976;46.5433249
United Kingdom;1975;43.7771416
United Kingdom;1974;46.42982533
United Kingdom;1973;45.45077446
United Kingdom;1972;46.17992767
United Kingdom;1971;45.27257933
United Kingdom;1970;44.79364231
United Kingdom;1969;41.68974212
United Kingdom;1968;40.53419936
United Kingdom;1967;40.24528302
United Kingdom;1966;39.73789542
United Kingdom;1965;40.2935565
United Kingdom;1964;40.34482759
United Kingdom;1963;40.29127941
United Kingdom;1962;40.18279905
United Kingdom;1961;40.18190005
United Kingdom;1960;40.46028843
United States of America;2017;
United States of America;2016;
United States of America;2015;
United States of America;2014;
United States of America;2013;
United States of America;2012;
United States of America;2011;
United States of America;2010;
United States of America;2009;
United States of America;2008;
United States of America;2007;
United States of America;2006;
United States of America;2005;
United States of America;2004;
United States of America;2003;
United States of America;2002;
United States of America;2001;
United States of America;2000;
United States of America;1999;
United States of America;1998;
United States of America;1997;
United States of America;1996;
United States of America;1995;
United States of America;1994;
United States of America;1993;
United States of America;1992;
United States of America;1991;
United States of America;1990;
United States of America;1989;
United States of America;1988;
United States of America;1987;
United States of America;1986;
United States of America;1985;
United States of America;1984;
United States of America;1983;
United States of America;1982;
United States of America;1981;
United States of America;1980;22.06009466
United States of America;1979;22.36400776
United States of America;1978;23.94328194
United States of America;1977;23.59186681
United States of America;1976;24.38412814
United States of America;1975;25.28771204
United States of America;1974;25.74427582
United States of America;1973;25.83134349
United States of America;1972;26.25996487
United States of America;1971;26.94941363
United States of America;1970;27.43402867
United States of America;1969;27.30836054
United States of America;1968;27.9004622
United States of America;1967;27.76578899
United States of America;1966;28.19557735
United States of America;1965;28.16661991
United States of America;1964;28.30646144
United States of America;1963;28.51337535
United States of America;1962;29.34276869
United States of America;1961;29.51891217
United States of America;1960;30.89748411
